['year_Predict', 'Compute_Step', 'p', 'mu', 'k_1', 'k_2', 'alpha', 'a', 'a_1', 'a_2', 'beta_2', 'beta_3', 'rho_1', 'rhoR', 'D_0', 'D']
['2022', 1000, 0.55, 0.0144, 0.27, 0.07, 0.15, 0.14, 0.08, 0.014, 0.33, 0.03, 0.033, 0.04, 17.5, 0.0144]
['ploygonID', 'S', 'E', 'I_1', 'I_2', 'I_3', 'R', 'SUpdateRatio', 'IncreaseRate']
2 11.2602269928 43.2315727398 50.6623732214 0.227201208678 0.000181501707633 12.0163936157 0.106851971598 -0.764698317864
3 13.5759063636 53.1708966152 63.8267702946 0.286277006871 0.000228726622959 15.3908847512 0.103743681546 -0.770861781629
4 24.774981194 109.226303601 141.433576456 0.634616795395 0.00050725038306 50.2130027306 0.0897416688287 -0.695416775996
5 50.4266730599 225.471547519 307.268327482 1.37907411953 0.00110258496788 86.976346468 0.0862662827855 -0.690928057141
6 24.2834631121 107.685963661 147.075062227 0.660105626179 0.000527767374051 38.1940530554 0.0868180850754 -0.718741411023
7 45.2632999374 179.053383446 217.636769984 0.976215457694 0.000780021538643 52.9233012532 0.102190535908 -0.736846132922
8 17.64203773 79.2983473581 112.072107201 0.503086913037 0.000402295593343 29.7577549865 0.0842037805607 -0.728142079904
9 43.1848022182 188.335447093 259.889213444 1.16649925451 0.000932687523528 68.3117417782 0.0876711893781 -0.731855548009
10 16.7524428392 80.0232407593 126.382142576 0.567604493802 0.00045411797923 35.6368074169 0.0748793232179 -0.722010512554
11 18.9331330304 83.1553074182 115.890888911 0.520194929492 0.000415947961995 30.6322305362 0.0866505181184 -0.718511033627
12 41.2316786311 178.917470833 245.222183141 1.10063095418 0.000879992123883 64.2094864741 0.0883903086774 -0.719939797372
13 16.5879266473 73.1751727179 102.596448344 0.460533836531 0.000368253744506 27.2086051413 0.0860278391866 -0.731163002542
14 25.0514367953 110.912635751 156.3202878 0.701706127979 0.000561115027633 41.5762873688 0.0855036866409 -0.718953099563
15 16.5911397427 73.3022085478 103.056696649 0.46260579629 0.000369915467713 27.3737644289 0.0857808832457 -0.66082690243
16 33.8467748783 146.095291142 198.794002233 0.892215932858 0.000713331396248 51.8377312407 0.0891575066701 -0.718833353148
17 23.1200958681 95.5877953845 119.487615217 0.536045580769 0.00042838054878 29.3985350864 0.0968454072485 -0.717974435255
18 23.4611953967 103.602275379 145.509511461 0.653166899532 0.000522292107758 38.6274505462 0.0858671493305 -0.698865904208
19 19.8923604074 87.5985515476 122.551262142 0.550101099417 0.000439869169693 32.4622969235 0.0862662135783 -0.700912193583
20 33.6293611261 145.107993281 197.349669518 0.885731349928 0.000708145120056 51.4456449993 0.089208828709 -0.725037261512
21 30.0805331721 131.416702885 181.801139471 0.816014829206 0.000652461873202 47.8544794263 0.0874141767407 -0.72308209704
22 25.9076001699 99.9775694507 117.909996713 0.528799882633 0.000422452120768 28.0916765945 0.106037716133 -0.731729464715
23 17.8037538072 76.9238987225 104.8330422 0.470509237282 0.000376177554907 27.3612108982 0.0890047151275 -0.694840976706
24 22.5976390885 93.7118834739 120.937680315 0.542641543783 0.000433726417003 30.5587184141 0.0950318039263 -0.694370077825
25 19.2816836531 86.1426402582 122.959781464 0.551986949062 0.000441419951859 32.9302973707 0.084222833891 -0.732190314706
26 23.0600829793 99.8619307039 136.455341313 0.612443624644 0.00048966223512 35.6668672792 0.0886959398813 -0.747068037468
27 25.2612020951 108.643364201 147.058637817 0.660003255134 0.000527662183114 38.2295248353 0.0896984129991 -0.756083262897
28 35.4438249493 158.961966691 228.130766607 1.02414269484 0.000819020564566 61.2740006698 0.0836804650064 -0.744876631078
29 13.6243181274 66.525029861 103.509398768 0.464849418845 0.000371883255589 28.791912076 0.0739953536255 -0.700173157672
30 21.01426057 90.3644412623 120.460804058 0.540590477089 0.000432159807593 30.9419938273 0.0904303846078 -0.718166694388
31 21.584496803 94.6432682357 131.608486849 0.590739637596 0.000472350376933 34.7438549322 0.0868845032926 -0.708914862065
32 18.866906105 82.5851176763 114.573357841 0.514269794795 0.000411201032248 30.2073887626 0.0871289399146 -0.702140600757
