['year_Predict', 'Compute_Step', 'p', 'mu', 'k_1', 'k_2', 'alpha', 'a', 'a_1', 'a_2', 'beta_2', 'beta_3', 'rho_1', 'rhoR', 'D_0', 'D']
['2014', 1000, 0.55, 0.0144, 0.4, 0.2, 0.05, 0.14, 0.08, 0.014, 0.05, 0.03, 0.033, 0.04, 19.318568727109373, 0.0144]
['ploygonID', 'S', 'E', 'I_1', 'I_2', 'I_3', 'R', 'SUpdateRatio', 'IncreaseRate']
107 671.891076561 154.246034349 523.890264964 2.17197463703 0.00157927650367 17.6790283958 0.496887009733 0.0339325594574
108 234.263276215 60.3695009192 238.983331157 0.991072794596 0.000721215134337 8.08054726782 0.438196433698 0.400743176193
109 165.799965674 49.7627318697 246.179103635 1.02126379056 0.000743445000452 8.34407256952 0.358282049416 0.489786754314
110 217.899969049 64.7843341795 316.107621848 1.31133448776 0.000954647708912 10.7127597611 0.363103547498 0.530957865158
111 174.906640414 45.8763993027 185.880758231 0.770884762368 0.000560977680326 6.28680807571 0.429286967987 0.37915722747
112 520.536392398 130.2497083 495.312932714 2.05393663493 0.00149443137889 16.7393916017 0.45336791216 0.32742230723
113 435.924591175 126.266733046 487.856574815 2.02305878737 0.00147204267099 16.4823010715 0.414348460049 0.379660270961
114 174.536715685 44.0383848074 168.918035745 0.700470663787 0.00050958454866 5.70936650477 0.449611955135 0.229760553087
115 275.762485662 105.521738823 267.824259384 1.10955330235 0.000806506279244 8.96256983288 0.424107188439 0.294146964488
116 186.466723287 47.1284541113 181.533220918 0.752789149818 0.000547725293356 6.13601897588 0.448364781399 0.318269100866
117 161.976800179 46.1461023181 209.649719624 0.86961676496 0.000632828310322 7.09990365291 0.386909251591 0.294657880323
118 550.258304205 127.709849507 441.214968094 1.82927712102 0.00133058242274 14.8922939221 0.490857774281 0.228588135038
119 253.280842148 59.7921759655 210.559196065 0.873010664442 0.000634944902847 7.10893034976 0.482894208752 0.150333974989
120 326.675141839 74.9679297158 254.784006145 1.05629974136 0.000768118059115 8.59788303931 0.496856302993 0.0824809777363
121 201.158522849 77.282054279 238.281106581 0.987643109059 0.000718159481935 30.7384912589 0.388554413422 0.262493467102
122 138.29776061 37.7037752677 161.517742167 0.669907350853 0.000487595854854 5.46627614621 0.408935492876 0.477744167437
123 184.191765157 55.0928968758 226.53282652 0.939493972221 0.000683693170649 7.65972308134 0.394619689162 0.413578103559
124 285.053542885 79.9225503354 316.510976158 1.31257753536 0.00095512321489 10.6986819415 0.417476994066 0.38287808727
125 180.06795428 53.3738328678 216.686968344 0.898641223379 0.000653922297277 11.1138076815 0.399238925441 0.382168646679
126 244.940109297 71.5495545981 338.542158007 1.40434011307 0.001022148497 11.4696509073 0.373135640707 0.402801079621
127 155.748854096 49.1475597908 263.753551293 1.09428800079 0.00079664418704 8.94658217636 0.331560394632 0.474143519271
128 148.861217901 45.8234620561 236.193193632 0.979891768655 0.000713365686016 8.00874109405 0.344699074431 0.503172252417
129 210.359202789 63.4904321056 317.831354461 1.31853172425 0.000959997331144 10.773800231 0.354736985047 0.600864342777
130 280.653747232 89.1842106402 362.641166001 1.50393948509 0.00109447294536 12.2572973438 0.382370306276 0.450663947488
131 182.592789132 49.3734294525 209.124395238 0.867343984604 0.000631302778646 7.07652094597 0.413144565196 0.486964275596
132 149.309108857 70.8860803853 267.011999366 1.10717556172 0.00080551333162 9.00277683037 0.305763814288 0.421328905797
133 237.356937878 89.6285662847 140.076594421 0.579309156627 0.000420313218859 4.61160246982 0.50756139344 0.160551725143
134 161.380522574 68.6413447909 94.8779005777 0.392146825537 0.000284256696478 3.10394451969 0.496109415036 0.0171541723976
135 73.1092822462 18.7539491197 73.6645972223 0.305485690638 0.000222276508013 2.49054502652 0.440859453189 0.322578359567
136 95.8903211236 80.8820806771 103.55593363 0.427821448906 0.000310225412652 3.36392662117 0.341542697528 0.506321069444
137 96.1669700678 25.7261324536 106.773865797 0.44283013779 0.000322202753544 3.61234040874 0.419741257134 0.262664273511
138 161.859032835 44.1009281267 188.401137944 0.781404770914 0.000568680146024 6.37595196211 0.409621335052 0.395894064108
139 122.991219069 41.759415277 137.80299239 0.571263671345 0.000415560888066 27.3691084562 0.405743818307 0.429385085408
140 304.455425412 79.1413802813 317.09436312 1.31502921527 0.000957005779849 10.723191331 0.433692766845 0.421924982964
141 306.686542312 84.2796908893 364.134459736 1.51029586269 0.00109910354873 12.3247963308 0.405341848505 0.363234094076
142 389.254606718 115.1482494 450.057894734 1.86635058525 0.00135810858193 15.2067407847 0.407030244507 0.418838220729
143 160.892635351 42.9822662195 178.618270287 0.74079678277 0.000539105613473 6.04296882912 0.419828152474 0.389137269216
144 122.578264731 33.4439643665 143.587187889 0.595541132684 0.000433501087739 4.85954357896 0.408314667733 0.528562602283
145 256.561412615 67.2378719308 273.118795893 1.13268353999 0.000824482626353 9.2374421775 0.428995453846 0.554446490169
146 254.007553856 68.8995987873 292.503686497 1.21316408827 0.000882894958092 9.89833199556 0.411932050704 0.396487911829
147 190.358712288 66.3861759713 235.055880881 0.974566713729 0.00070891678835 7.92478716525 0.386298632631 0.313415350944
148 239.039524927 65.8838225496 285.122147025 1.18258465877 0.000860498109784 9.65074406639 0.404309581099 0.268604161023
149 518.08867933 133.828796608 528.850021102 2.19315316462 0.00159546173677 17.881585854 0.437958760922 0.191140519752
150 278.402930058 73.1588018554 296.214459274 1.22845894737 0.000893774780014 10.018539683 0.428968492905 0.245471022014
151 248.094618247 62.3316905091 238.178651252 0.987674649557 0.000718606018749 8.04989674222 0.451414881155 0.30634531524
152 247.006797104 65.6192082179 269.169961419 1.11632420514 0.000812125787431 9.10529845726 0.423745487624 0.181884379221
153 186.812420994 47.8531773883 187.782658072 0.778729889693 0.000566652492385 6.3486868852 0.441399478062 0.363642642863
154 159.814884835 39.9051864236 152.036858736 0.630460569466 0.000458901908397 5.13814058026 0.453519850577 0.575981480754
155 215.649055923 64.4897354716 232.74224041 0.965018073792 0.000702039726151 7.85366295522 0.419675817972 0.326299018855
156 303.035442055 95.5792587182 351.003127464 1.45540712947 0.0010589158468 11.8453044164 0.403469329681 0.397222694296
157 552.963797558 183.510957872 510.609110551 2.11590392116 0.0015383588195 24.7111383074 0.44265387324 0.278849657141
158 437.35759766 101.062690499 347.675114509 1.44144906968 0.00104858592055 11.7342621488 0.49277624933 0.288518637137
159 225.516637958 52.6243354829 182.718379497 0.757557620236 0.000550961721711 6.16776873799 0.488535761224 0.148671897358
160 169.155174391 46.8443471632 204.432190422 0.847922785601 0.000617042452424 6.92017526571 0.401526474755 0.32726806933
161 668.676150611 165.492023239 619.391990463 2.56838690862 0.00186844762908 20.9286665821 0.459214464294 0.241966392068
162 155.785008322 42.0644978786 176.707156324 0.732883329591 0.000533231013478 5.97915071221 0.415105586329 0.234834294686
163 187.699460584 45.7611439418 168.19412818 0.697415078294 0.000507378898675 5.68175339004 0.466504838916 0.285878722652
164 481.852108033 113.378225444 397.771470185 1.64920955003 0.00119949672518 13.4289111767 0.48444280511 0.16282502466
165 339.754764092 87.4098627362 280.136733988 1.16125648044 0.000844459522784 9.43854680985 0.479565683246 0.177904663896
166 317.061909999 83.1979932177 255.238267218 1.05793999362 0.000769169966157 8.59168641449 0.482916133927 0.112806743397
167 285.699740803 70.5382101833 263.448477709 1.09241821648 0.000794766447966 8.90138613739 0.460227303896 0.286573807529
168 264.261342075 60.7170748811 207.140478163 0.858782939487 0.000624625246232 6.99038388298 0.495820075121 0.204569016859
169 310.197850988 73.7125793425 261.824639934 1.08558302925 0.000789594250326 8.84076923022 0.479572615284 0.175887139814
170 456.839620227 104.253267862 352.086240968 1.45968318195 0.0010614712353 11.8803356733 0.499474857108 0.10008671903
171 178.262481763 54.760705431 144.213285211 0.597520414157 0.000434284276162 4.83484275688 0.471800526832 0.1499868549
172 262.985869056 69.7732834427 287.283537191 1.19145425153 0.000867070919157 9.71824665515 0.423327507939 0.39965040913
173 433.730277994 91.1415248961 279.751328087 1.15956276467 0.000843072208424 9.42613195965 0.538271456512 0.0918637324697
174 332.830685978 74.7398286688 247.751414583 1.02709190718 0.000746898202369 8.35754065099 0.507093476965 0.120812966201
175 231.774797977 56.5984420528 208.695686988 0.865359569289 0.000629624154894 7.05017955677 0.465472073621 0.344876060462
176 348.370730264 86.6694937728 326.247035772 1.35283833584 0.000984105414171 11.0244369239 0.456795127318 0.201706447325
177 317.176843071 78.8424516966 265.064214801 1.0988900658 0.000799090213751 8.94004441942 0.478986545841 0.106422357035
178 363.069321536 96.265062288 358.932520686 1.48834232119 0.00108260147855 12.1241479699 0.442899076836 0.178927411105
179 348.150902047 78.4258538601 261.311933205 1.08332071805 0.000787908239657 8.81554518934 0.505318792251 0.201903108672
180 593.334823849 169.072448857 428.43013571 1.77494190275 0.00128993627842 14.3543869077 0.497507997412 0.143649089486
181 248.583853659 62.8339733596 241.700453328 1.00229047218 0.000729183906876 8.16965702992 0.448609092734 0.25236705055
182 214.498006926 48.6173520654 163.043669631 0.675938849455 0.000491580358306 5.50094165555 0.502530898914 0.155440362276
183 158.002636452 41.7710746688 170.52309211 0.70720211197 0.000514537509807 5.76797690672 0.425877928666 0.24782233099
184 305.050201846 77.2183776588 297.372369219 1.23315479643 0.000897099010248 10.0515868712 0.448026732614 0.221253025714
185 213.665152494 55.9308919265 192.144915647 0.79661784543 0.000579476980389 6.48155560528 0.461940596858 0.291697052417
186 215.266208914 51.0140982529 180.908242447 0.750083530334 0.000545649505481 6.10834762202 0.480570173597 0.26352158002
187 254.605114873 61.5979363667 223.966611165 0.928656308958 0.000675536938668 7.56477309929 0.470533336004 0.229027136313
188 251.622242965 58.4158941816 201.660086654 0.836081273611 0.000608087569903 6.80659445474 0.49093678597 0.169723982006
189 142.532420104 38.3479272372 160.60456745 0.666095537685 0.000484687871579 5.43406772956 0.416576932089 0.307269046556
190 341.770635813 93.8061622303 315.204100061 1.30674848503 0.000950465298886 10.6264956811 0.454428689853 0.26621327431
191 382.605702226 93.3422654286 353.214229873 1.46467689473 0.00106554308569 46.0304634555 0.460622239894 0.249013568387
192 576.185879414 140.913725353 517.754627645 2.1468615766 0.00156138616305 17.4905254639 0.465791950333 0.096781323941
193 618.104609019 157.382553484 609.83210782 2.5289014662 0.00183957764181 20.6148515262 0.44536845045 0.162428851367
194 702.681067 180.932202248 718.182715945 2.97834312793 0.00216659825861 43.2258462233 0.437868493977 0.167979534839
195 603.08907269 158.901223074 577.003491437 2.39247177038 0.0017401048101 23.2704531946 0.449600766598 0.152645356062
196 481.069561664 116.375002017 422.698637628 1.7526762855 0.00127486836564 14.2770888802 0.47076123121 0.187512888746
197 274.326266815 74.4858372381 315.733009845 1.30950457719 0.000952844042117 10.6843488609 0.411990645766 0.280830517638
198 400.379393987 109.422273093 468.148931401 1.94167928435 0.00141286534324 15.8437314058 0.408594725953 0.286672803689
199 374.663318143 93.2902923261 351.384991085 1.45707865019 0.00105990030982 11.874009485 0.456462970473 0.181548072825
200 149.630694595 42.5959414458 194.533146205 0.806920602218 0.000587404382477 6.58818508781 0.386076684897 0.53425265925
201 567.942255595 138.272987757 506.253153485 2.09915755284 0.00152690584054 17.1010298052 0.467608030158 0.18553165838
202 514.643799661 136.400395232 473.391456404 1.96268287981 0.00142755451599 15.9710296285 0.456892674471 0.221938819419
203 369.238488753 92.8674367523 354.962668455 1.4719529642 0.00107087027241 11.9970407616 0.451093115764 0.256825311739
204 492.6029593 126.387639045 495.795883528 2.05605120691 0.00149585728989 16.7623414399 0.441066922987 0.254906535726
205 440.835957518 112.081783181 401.558872721 1.66497344302 0.0012110926227 13.5572053868 0.461056610436 0.21953664884
206 464.561858242 117.406867484 452.013838098 1.87442718118 0.00136378295018 15.2784927357 0.448480099711 0.300053805338
207 485.348163789 140.362117332 483.0465928 2.00266817979 0.00145656288021 31.4412660805 0.436951031205 0.217704059946
208 402.48645701 97.1433526646 321.937246506 1.33463395696 0.000970549160364 10.8566840645 0.489105791291 0.136457480448
209 219.092365799 52.1273013085 185.325765223 0.768403035664 0.000558869609704 6.25780711224 0.479084779663 0.14839439831
210 795.644425192 202.123011029 645.173948914 2.67443053995 0.00194471678014 36.8896371582 0.483492852558 0.147667131974
211 303.405855854 71.5417846884 252.025648172 1.04493784834 0.000760102714527 8.50887659628 0.483115737416 0.238626518269
212 683.682768841 170.34830203 641.582985268 2.66043425608 0.00193512177095 21.6804516639 0.456312838671 0.143980551154
213 393.077464677 93.6131238448 333.848181424 1.38421939152 0.0010069201241 11.2732404683 0.478240648122 0.239701680069
214 328.150348789 72.4073552847 235.272266364 0.975317475141 0.000709265065519 7.93422015892 0.515306624377 0.152389689838
215 378.800001826 94.1021599288 353.178183694 1.46450490376 0.00106525291543 11.9340918951 0.457738954036 0.15593571304
216 544.149534773 133.126854793 489.952007267 2.03158486103 0.00147766954045 16.5515822614 0.465378834148 0.145969677019
217 728.880528374 171.371868551 600.202185373 2.48850376795 0.00180980955984 20.2626591332 0.484968231619 0.125684843272
218 379.14547811 89.4693368106 314.946826524 1.30581681095 0.000949734292605 10.6332188338 0.483068848549 0.155254012274
219 373.944845912 82.3610649603 266.785027717 1.10594581068 0.00080417262947 8.99660025596 0.516357414298 0.0958502329648
220 419.428206908 108.633866139 429.976539425 1.78312718745 0.00129703892627 14.5388371989 0.436984934588 0.120135295467
221 503.27608503 127.505064015 491.397637619 2.03774861655 0.00148239373907 16.6100840386 0.44766769178 0.206294428958
222 483.033672958 123.22983841 417.628110142 1.73140771072 0.00125927483239 21.6621598901 0.470965516687 0.212087546786
223 614.055046963 157.965635892 623.280916097 2.58475395266 0.00188054335641 24.8621850241 0.439273349808 0.262129508309
224 462.95957225 126.517696632 419.363003588 1.73851334598 0.00126465069381 14.1345004271 0.458112716589 0.347933041798
225 332.614348531 86.7630506151 347.39921911 1.44070485828 0.00104810291939 11.7481954949 0.432968490462 0.196848612919
226 135.94974887 35.8746912811 146.321624836 0.606831728074 0.000441553464872 4.94927364166 0.426504549281 0.3117494568
227 365.304333545 98.4459290856 413.647416888 1.71558118404 0.00124842796937 13.9962619005 0.41553669033 0.346016477511
228 279.804011297 72.8071331523 291.909359713 1.21058520353 0.000880954096793 9.8716239765 0.433312928828 0.38954740916
229 465.041637226 122.358714496 497.382011167 2.06275391069 0.00150098620477 16.823044321 0.427881570054 0.3360383718
230 132.47950704 34.3063751674 136.524094346 0.566175540695 0.000411979137261 4.61650103652 0.435964870947 0.344442566094
231 137.583685992 37.3625738795 158.801217353 0.658631982291 0.000479314801034 5.37391804122 0.411426361544 0.377690559228
232 162.253485826 51.0273254148 181.52671863 0.752640255764 0.00054754970134 6.12276772479 0.410186043698 0.367820387668
233 306.060036906 78.488290815 309.162905668 1.28209930315 0.000933100079638 10.4527448224 0.440377787228 0.474407708408
234 347.778744383 98.6327207384 407.882353873 1.69162129378 0.00123111588785 17.5834239353 0.406289906142 0.442053404423
